שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
בית אפרים אבן העזר.txt,אוצריא/שות/אחרונים/בית אפרים/בית אפרים אבן העזר.txt,Dicta,2972
דברי נחמיה אבן העזר.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה אבן העזר.txt,Dicta,705
דברי נחמיה אורח חיים.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה אורח חיים.txt,Dicta,853
דברי נחמיה יורה דעה.txt,אוצריא/שות/אחרונים/דברי נחמיה/דברי נחמיה יורה דעה.txt,Dicta,377
בית יצחק אבן העזר חלק א.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אבן העזר חלק א.txt,Dicta,2621
בית יצחק חושן משפט.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק חושן משפט.txt,Dicta,1871
בית יצחק אבן העזר חלק ב.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אבן העזר חלק ב.txt,Dicta,2177
בית יצחק אורח חיים.txt,אוצריא/שות/אחרונים/בית יצחק/בית יצחק אורח חיים.txt,Dicta,2508
שות תעלומות לב חלק ב.txt,אוצריא/שות/אחרונים/שות תעלומות לב/שות תעלומות לב חלק ב.txt,Dicta,1686
שות תעלומות לב חלק א.txt,אוצריא/שות/אחרונים/שות תעלומות לב/שות תעלומות לב חלק א.txt,Dicta,1656
שות תעלומות לב חלק ד.txt,אוצריא/שות/אחרונים/שות תעלומות לב/שות תעלומות לב חלק ד.txt,Dicta,2459
בית הלוי חלק א.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק א.txt,Dicta,718
בית הלוי חלק ב.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק ב.txt,Dicta,1018
בית הלוי חלק ג.txt,אוצריא/שות/אחרונים/בית הלוי/בית הלוי חלק ג.txt,Dicta,745
צמח צדק (לובאוויטש) אבן העזר חלק ד.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) אבן העזר חלק ד.txt,Dicta,991
צמח צדק (לובאוויטש) אורח חיים חלק א.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) אורח חיים חלק א.txt,Dicta,652
צמח צדק (לובאוויטש) יורה דעה חלק ב.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) יורה דעה חלק ב.txt,Dicta,1758
צמח צדק (לובאוויטש) אבן העזר חלק ב.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) אבן העזר חלק ב.txt,Dicta,645
צמח צדק (לובאוויטש) אבן העזר חלק ג.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) אבן העזר חלק ג.txt,Dicta,758
צמח צדק (לובאוויטש) יורה דעה חלק א.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) יורה דעה חלק א.txt,Dicta,960
צמח צדק (לובאוויטש) אבן העזר חלק א.txt,אוצריא/שות/אחרונים/צמח צדק/צמח צדק (לובאוויטש) אבן העזר חלק א.txt,Dicta,1272
שות אגודת אזוב אורח חיים.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב אורח חיים.txt,Dicta,406
שות אגודת אזוב יורה דעה.txt,אוצריא/שות/אחרונים/אגודת אזוב/שות אגודת אזוב יורה דעה.txt,Dicta,279
פנים מאירות חלק ג.txt,אוצריא/שות/אחרונים/פנים מאירות/פנים מאירות חלק ג.txt,Dicta,288
פנים מאירות חלק א.txt,אוצריא/שות/אחרונים/פנים מאירות/פנים מאירות חלק א.txt,Dicta,645
פנים מאירות חלק ב.txt,אוצריא/שות/אחרונים/פנים מאירות/פנים מאירות חלק ב.txt,Dicta,1154
אחיעזר חלק ג.txt,אוצריא/שות/אחרונים/אחיעזר/אחיעזר חלק ג.txt,Dicta,1802
אחיעזר חלק א אבן העזר.txt,אוצריא/שות/אחרונים/אחיעזר/אחיעזר חלק א אבן העזר.txt,Dicta,1019
משיב דבר חלק ד.txt,אוצריא/שות/אחרונים/משיב דבר/משיב דבר חלק ד.txt,Dicta,958
משיב דבר חלק ג.txt,אוצריא/שות/אחרונים/משיב דבר/משיב דבר חלק ג.txt,Dicta,162
נחלת שבעה מהדורא קמא חלק ב.txt,אוצריא/שות/אחרונים/נחלת שבעה/נחלת שבעה מהדורא קמא חלק ב.txt,Dicta,272
זכר יהוסף חלק ב.txt,אוצריא/שות/אחרונים/זכר יהוסף/זכר יהוסף חלק ב.txt,Dicta,501
זכר יהוסף חלק ד.txt,אוצריא/שות/אחרונים/זכר יהוסף/זכר יהוסף חלק ד.txt,Dicta,676
זכר יהוסף חלק ג.txt,אוצריא/שות/אחרונים/זכר יהוסף/זכר יהוסף חלק ג.txt,Dicta,603
תשובות הראם חלק א.txt,אוצריא/שות/אחרונים/תשובות הראם/תשובות הראם חלק א.txt,Dicta,119
תשובות הראם חלק ג.txt,אוצריא/שות/אחרונים/תשובות הראם/תשובות הראם חלק ג.txt,Dicta,768
שות מהרשם חלק ד.txt,אוצריא/שות/אחרונים/שות מהרשם/שות מהרשם חלק ד.txt,Dicta,982
שות מהרשם חלק ה.txt,אוצריא/שות/אחרונים/שות מהרשם/שות מהרשם חלק ה.txt,Dicta,572
אבני נזר חושן משפט.txt,אוצריא/שות/אחרונים/אבני נזר/אבני נזר חושן משפט.txt,Dicta,1926
אבני נזר אבן העזר.txt,אוצריא/שות/אחרונים/אבני נזר/אבני נזר אבן העזר.txt,Dicta,9323
אבני נזר יורה דעה.txt,אוצריא/שות/אחרונים/אבני נזר/אבני נזר יורה דעה.txt,Dicta,5471
אבני נזר אורח חיים.txt,אוצריא/שות/אחרונים/אבני נזר/אבני נזר אורח חיים.txt,Dicta,9934
חוט המשולש חלק ג.txt,אוצריא/שות/אחרונים/חוט המשולש/חוט המשולש חלק ג.txt,Dicta,915
חוט המשולש חלק ב.txt,אוצריא/שות/אחרונים/חוט המשולש/חוט המשולש חלק ב.txt,Dicta,83
חוט המשולש חלק א.txt,אוצריא/שות/אחרונים/חוט המשולש/חוט המשולש חלק א.txt,Dicta,563
פרי יצחק חלק ב.txt,אוצריא/שות/אחרונים/פרי יצחק/פרי יצחק חלק ב.txt,Dicta,414
פרי יצחק חלק א.txt,אוצריא/שות/אחרונים/פרי יצחק/פרי יצחק חלק א.txt,Dicta,972
נחלת ברוך.txt,אוצריא/שות/אחרונים/נחלת ברוך/נחלת ברוך.txt,Dicta,516
מהרש חלק ד.txt,אוצריא/שות/אחרונים/מהרש/מהרש חלק ד.txt,Dicta,999
מהרש חלק ג.txt,אוצריא/שות/אחרונים/מהרש/מהרש חלק ג.txt,Dicta,1069
מהרם שיק יורה דעה.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק יורה דעה.txt,Dicta,4001
מהרם שיק אורח חיים.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק אורח חיים.txt,Dicta,2717
מהרם שיק אבן העזר.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק אבן העזר.txt,Dicta,1806
מהרם שיק חושן משפט.txt,אוצריא/שות/אחרונים/מהרם שיק/מהרם שיק חושן משפט.txt,Dicta,741
מביט חלק א.txt,אוצריא/שות/אחרונים/מביט/מביט חלק א.txt,Dicta,1376
מביט חלק ג.txt,אוצריא/שות/אחרונים/מביט/מביט חלק ג.txt,Dicta,449
מביט חלק ב.txt,אוצריא/שות/אחרונים/מביט/מביט חלק ב.txt,Dicta,453
תשובה שלמה - ב.txt,אוצריא/שות/אחרונים/תשובה שלמה/תשובה שלמה - ב.txt,Dicta,1338
תשובה שלמה - א.txt,אוצריא/שות/אחרונים/תשובה שלמה/תשובה שלמה - א.txt,Dicta,1077
תשובה שלמה אורח חיים יורה דעה מהדורא תנינא.txt,אוצריא/שות/אחרונים/תשובה שלמה/תשובה שלמה אורח חיים יורה דעה מהדורא תנינא.txt,Dicta,467
כתב סופר אורח חיים.txt,אוצריא/שות/אחרונים/כתב סופר/כתב סופר אורח חיים.txt,Dicta,2708
כתב סופר אבן העזר.txt,אוצריא/שות/אחרונים/כתב סופר/כתב סופר אבן העזר.txt,Dicta,2507
כתב סופר יורה דעה.txt,אוצריא/שות/אחרונים/כתב סופר/כתב סופר יורה דעה.txt,Dicta,3606
שות דברי מלכיאל חלק ג.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ג.txt,Dicta,1699
שות דברי מלכיאל חלק ה .txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ה .txt,Dicta,1488
שות דברי מלכיאל חלק ב.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ב.txt,Dicta,1809
שות דברי מלכיאל חלק ד.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק ד.txt,Dicta,1507
שות דברי מלכיאל חלק א.txt,אוצריא/שות/אחרונים/דברי מלכיאל/שות דברי מלכיאל חלק א.txt,Dicta,2322
שות שבות יעקב חלק א.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק א.txt,Dicta,1196
שות שבות יעקב חלק ב.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק ב.txt,Dicta,623
שות שבות יעקב חלק ג.txt,אוצריא/שות/אחרונים/שבות יעקב/שות שבות יעקב חלק ג.txt,Dicta,621
תשובות הגאונים – מוסאפיה.txt,אוצריא/שות/גאונים/תשובות הגאונים – מוסאפיה.txt,Dicta,293
ברכת אברהם.txt,אוצריא/שות/ראשונים/ברכת אברהם.txt,Dicta,188
שות זכרון יהודה.txt,אוצריא/שות/ראשונים/שות זכרון יהודה.txt,Dicta,291
שות הריף.txt,אוצריא/שות/ראשונים/שות הריף.txt,Dicta,942
שות פאר הדור.txt,אוצריא/שות/ראשונים/רמבם/שות פאר הדור.txt,Dicta,852
מנחה.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/מנחה.txt,OnYourWay,126
ברכת המזון נוסח תימן.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/ברכת המזון נוסח תימן.txt,OnYourWay,19
ערבית.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/ערבית.txt,OnYourWay,108
שחרית.txt,אוצריא/סדר התפילה/סידור/סידור נוסח תימן/שחרית.txt,OnYourWay,278
כתבי הרמבם.txt,אוצריא/מחשבת ישראל/ראשונים/כתבי הרמבם.txt,OnYourWay,765
ספר הייחוד.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר הייחוד.txt,OnYourWay,34
סוד ידיעת המציאות מקבלת הגאונים.txt,אוצריא/קבלה/ספרי קבלה נוספים/סוד ידיעת המציאות מקבלת הגאונים.txt,OnYourWay,45
פירוש לב נתיבות מקבלת הגאונים.txt,אוצריא/קבלה/ספרי קבלה נוספים/פירוש לב נתיבות מקבלת הגאונים.txt,OnYourWay,46
ספר הפליאה.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר הפליאה.txt,OnYourWay,1350
ספר התמונה.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר התמונה.txt,OnYourWay,318
סוד הנבואה מרבי יעקב משגביא.txt,אוצריא/קבלה/ספרי קבלה נוספים/סוד הנבואה מרבי יעקב משגביא.txt,OnYourWay,7
ספר מדרש שמעון הצדיק.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר מדרש שמעון הצדיק.txt,OnYourWay,21
ספר מעולפת ספירים.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר מעולפת ספירים.txt,OnYourWay,1058
ספר שושן סודות.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר שושן סודות.txt,OnYourWay,1755
ספר העיון.txt,אוצריא/קבלה/ספרי קבלה נוספים/ספר העיון.txt,OnYourWay,63
אגרת אל הרמבן מרבי אברהם גאון.txt,אוצריא/קבלה/ספרי קבלה נוספים/אגרת אל הרמבן מרבי אברהם גאון.txt,OnYourWay,20
ספר ברית מנוחה.txt,אוצריא/קבלה/רבי אברהם מרימון הספרדי/ספר ברית מנוחה.txt,OnYourWay,49
קונטרס חסדי דוד.txt,אוצריא/קבלה/רבי שלום שרעבי/קונטרס חסדי דוד.txt,OnYourWay,172
ספר נהר שלום.txt,אוצריא/קבלה/רבי שלום שרעבי/ספר נהר שלום.txt,OnYourWay,994
פירוש רי סגי נהור לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש רי סגי נהור לספר יצירה.txt,OnYourWay,94
פירוש הרי דמן עכו לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש הרי דמן עכו לספר יצירה.txt,OnYourWay,39
פירוש מעשה בראשית.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש מעשה בראשית.txt,OnYourWay,201
פירוש הרמק לספר יצירה.txt,אוצריא/קבלה/ספר יצירה/מפרשים/פירוש הרמק לספר יצירה.txt,OnYourWay,532
ספר יונת אלם.txt,אוצריא/קבלה/רבי מנחם עזריה מפאנו/ספר יונת אלם.txt,OnYourWay,218
ספר גלגולי נשמות.txt,אוצריא/קבלה/רבי מנחם עזריה מפאנו/ספר גלגולי נשמות.txt,OnYourWay,185
ספר עשרה מאמרות.txt,אוצריא/קבלה/רבי מנחם עזריה מפאנו/ספר עשרה מאמרות.txt,OnYourWay,548
ספר שקל הקדש.txt,אוצריא/קבלה/רבי משה בן שם טוב די ליאון/ספר שקל הקדש.txt,OnYourWay,177
סוד המרכבה דמות אדם והיחוד.txt,אוצריא/קבלה/רמחל/סוד המרכבה דמות אדם והיחוד.txt,OnYourWay,48
ביאורים לספר אוצרות חיים.txt,אוצריא/קבלה/רמחל/ביאורים לספר אוצרות חיים.txt,OnYourWay,44
פירוש מאמר הזוהר ריש משפטים.txt,אוצריא/קבלה/רמחל/פירוש מאמר הזוהר ריש משפטים.txt,OnYourWay,38
כללי פתחי חכמה ודעת.txt,אוצריא/קבלה/רמחל/כללי פתחי חכמה ודעת.txt,OnYourWay,40
מאמר ויהי מקץ.txt,אוצריא/קבלה/רמחל/מאמר ויהי מקץ.txt,OnYourWay,12
מאמר החכמה.txt,אוצריא/קבלה/רמחל/מאמר החכמה.txt,OnYourWay,61
ראשי פרקים של דברי תורה.txt,אוצריא/קבלה/רמחל/ראשי פרקים של דברי תורה.txt,OnYourWay,73
ספר משכני עליון.txt,אוצריא/קבלה/רמחל/ספר משכני עליון.txt,OnYourWay,324
ספר פנות המרכבה.txt,אוצריא/קבלה/רמחל/ספר פנות המרכבה.txt,OnYourWay,83
פירוש למאמר ויהי מקץ.txt,אוצריא/קבלה/רמחל/פירוש למאמר ויהי מקץ.txt,OnYourWay,8
פירוש משנה ראשונה לספר יצירה.txt,אוצריא/קבלה/רמחל/פירוש משנה ראשונה לספר יצירה.txt,OnYourWay,21
פירוש מאמר ארימת ידי בצלותין.txt,אוצריא/קבלה/רמחל/פירוש מאמר ארימת ידי בצלותין.txt,OnYourWay,93
מאמר על ההגדות.txt,אוצריא/קבלה/רמחל/מאמר על ההגדות.txt,OnYourWay,12
ליקוטים מכתבי הרמחל זל.txt,אוצריא/קבלה/רמחל/ליקוטים מכתבי הרמחל זל.txt,OnYourWay,29
כללי ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/כללי ספר קנאת ה' צבאות.txt,OnYourWay,79
עשרה אורות.txt,אוצריא/קבלה/רמחל/עשרה אורות.txt,OnYourWay,12
ספר דרך אמונה.txt,אוצריא/קבלה/רבי מאיר בן גבאי/ספר דרך אמונה.txt,OnYourWay,192
ספר שער הניקוד וסוד החשמל.txt,אוצריא/קבלה/רבי יוסף גיקטליה/ספר שער הניקוד וסוד החשמל.txt,OnYourWay,98
סוד הנחש.txt,אוצריא/קבלה/רבי יוסף גיקטליה/סוד הנחש.txt,OnYourWay,44
ספר החשמל.txt,אוצריא/קבלה/רבי יוסף גיקטליה/ספר החשמל.txt,OnYourWay,26
ספר עץ הדעת טוב.txt,אוצריא/קבלה/כתבי הארי וחיים ויטאל/ספר עץ הדעת טוב.txt,OnYourWay,193
ליקוטי השס.txt,אוצריא/קבלה/כתבי הארי וחיים ויטאל/ליקוטי השס.txt,OnYourWay,287
ספר כתר שם טוב.txt,אוצריא/קבלה/רבי אברהם בר אלכסנדר מקולוניא/ספר כתר שם טוב.txt,OnYourWay,43
שבע נתיבות התורה.txt,אוצריא/קבלה/כתבי רבי אברהם אבולעפיא/שבע נתיבות התורה.txt,OnYourWay,720
ספר אמרי שפר.txt,אוצריא/קבלה/כתבי רבי אברהם אבולעפיא/ספר אמרי שפר.txt,OnYourWay,712
ספר חיי העולם הבא.txt,אוצריא/קבלה/כתבי רבי אברהם אבולעפיא/ספר חיי העולם הבא.txt,OnYourWay,271
ספר אוצר עדן הגנוז.txt,אוצריא/קבלה/כתבי רבי אברהם אבולעפיא/ספר אוצר עדן הגנוז.txt,OnYourWay,1086
אור יקר על ענין הנבואה.txt,אוצריא/קבלה/רמק/אור יקר על ענין הנבואה.txt,OnYourWay,229
אור יקר על בראשית.txt,אוצריא/קבלה/רמק/אור יקר על בראשית.txt,OnYourWay,191
דרישות בעניני המלאכים.txt,אוצריא/קבלה/רמק/דרישות בעניני המלאכים.txt,OnYourWay,2902
ספר גרושין.txt,אוצריא/קבלה/רמק/ספר גרושין.txt,OnYourWay,2664
אמת ואמונה - מנחם מנדל מקוצק.txt,אוצריא/חסידות/אמת ואמונה - מנחם מנדל מקוצק.txt,OnYourWay,1931
אגרת הקדש.txt,אוצריא/חסידות/חבד/אגרת הקדש.txt,OnYourWay,117
שער היחוד והאמונה.txt,אוצריא/חסידות/חבד/שער היחוד והאמונה.txt,OnYourWay,41
אגרת התשובה.txt,אוצריא/חסידות/חבד/אגרת התשובה.txt,OnYourWay,30
ספר שמות הצדיקים.txt,אוצריא/חסידות/ברסלב/ספר שמות הצדיקים.txt,OnYourWay,263
משיבת נפש.txt,אוצריא/חסידות/ברסלב/משיבת נפש.txt,OnYourWay,317
עלים לתרופה.txt,אוצריא/חסידות/ברסלב/עלים לתרופה.txt,OnYourWay,4525
ימי מוהרנת חלק ראשון.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק ראשון.txt,OnYourWay,455
ימי מוהרנת חלק שני.txt,אוצריא/חסידות/ברסלב/ספר ימי מוהרנת/ימי מוהרנת חלק שני.txt,OnYourWay,554
ארץ ישראל חלק ראשון.txt,אוצריא/חסידות/ברסלב/ארץ ישראל/ארץ ישראל חלק ראשון.txt,OnYourWay,270
ארץ ישראל חלק שני.txt,אוצריא/חסידות/ברסלב/ארץ ישראל/ארץ ישראל חלק שני.txt,OnYourWay,143
בתי מדרשות -מדרשים קצרים.txt,אוצריא/מדרש/אגדה/בתי מדרשות -מדרשים קצרים.txt,OnYourWay,482
מדרש זוטא.txt,אוצריא/מדרש/אגדה/מדרש זוטא.txt,OnYourWay,869
בתי מדרשות חלק א - משנת מסכת כלה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - משנת מסכת כלה.txt,OnYourWay,38
בתי מדרשות חלק ב - ברייתא דמזלות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - ברייתא דמזלות.txt,OnYourWay,129
בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אותיות רבי עקיבא השלם.txt,OnYourWay,142
בתי מדרשות חלק ב - ספר זרובבל.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - ספר זרובבל.txt,OnYourWay,14
בתי מדרשות חלק א - סדר רבה דבראשית.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - סדר רבה דבראשית.txt,OnYourWay,96
מדרשות חלק ב - מדרש חסרות ויתרות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרשות חלק ב - מדרש חסרות ויתרות.txt,OnYourWay,374
בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש אלפא ביתות.txt,OnYourWay,46
בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - ברייתא דמעשה מרכבה.txt,OnYourWay,16
בתי מדרשות חלק ב - מדרש תמורה השלם.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש תמורה השלם.txt,OnYourWay,49
בתי מדרשות חלק ב - מדרש שלשה וארבעה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש שלשה וארבעה.txt,OnYourWay,208
מדרשות חלק ב - לקוטי מדרשים מכתב יד.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרשות חלק ב - לקוטי מדרשים מכתב יד.txt,OnYourWay,34
בתי מדרשות חלק א - מדרש שני כתובים.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש שני כתובים.txt,OnYourWay,29
בתי מדרשות חלק א - מגלת אנטיוכס בלשון ארמי.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מגלת אנטיוכס בלשון ארמי.txt,OnYourWay,133
בתי מדרשות חלק א - לקוטים ממדרש שוחר טוב כתב יד.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - לקוטים ממדרש שוחר טוב כתב יד.txt,OnYourWay,15
בתי מדרשות חלק א - חלום מרדכי ותפלתו ותפלת אסתר.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - חלום מרדכי ותפלתו ותפלת אסתר.txt,OnYourWay,94
מדרש אבא גוריון.txt,אוצריא/מדרש/אגדה/בתי מדרשות/מדרש אבא גוריון.txt,OnYourWay,77
בתי מדרשות חלק א - מדרש ילמדנו.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש ילמדנו.txt,OnYourWay,202
בתי מדרשות חלק א - מדרש כתפוח בעצי היער.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מדרש כתפוח בעצי היער.txt,OnYourWay,45
בתי מדרשות חלק ב - מדרש מנין.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מדרש מנין.txt,OnYourWay,115
בתי מדרשות חלק ב - מכילתא.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק ב - מכילתא.txt,OnYourWay,23
בתי מדרשות חלק א - פרק צדקות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - פרק צדקות.txt,OnYourWay,16
בתי מדרשות חלק א - שלש פסיקתות.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - שלש פסיקתות.txt,OnYourWay,34
בתי מדרשות חלק א - מאמר גדולה ענוה.txt,אוצריא/מדרש/אגדה/בתי מדרשות/בתי מדרשות חלק א - מאמר גדולה ענוה.txt,OnYourWay,9
אגרות משה אורח חיים ג.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ג.txt,OnYourWay,661
אגרות משה אורח חיים ב.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ב.txt,OnYourWay,738
אגרות משה אורח חיים ד.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ד.txt,OnYourWay,1252
אגרות משה אורח חיים א.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים א.txt,OnYourWay,1818
אגרות משה אורח חיים ה.txt,אוצריא/שות/מחברי זמננו/אגרות משה/אגרות משה אורח חיים ה.txt,OnYourWay,1381
הזוהר המתורגם - שמות.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - שמות.txt,Orayta,9534
הזוהר המתורגם - תיקוני הזוהר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - תיקוני הזוהר.txt,Orayta,3840
הזוהר המתורגם - זוהר חדש.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - זוהר חדש.txt,Orayta,7947
הזוהר המתורגם - ויקרא.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - ויקרא.txt,Orayta,3801
הזוהר המתורגם - דברים.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - דברים.txt,Orayta,1435
הזוהר המתורגם - בראשית.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - בראשית.txt,Orayta,8994
הזוהר המתורגם - הקדמה.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - הקדמה.txt,Orayta,537
הזוהר המתורגם - במדבר.txt,אוצריא/קבלה/זהר/זוהר מתורגם/הזוהר המתורגם - במדבר.txt,Orayta,4154
דברי תורה בשם המגיד לרמחל.txt,אוצריא/קבלה/רמחל/דברי תורה בשם המגיד לרמחל.txt,Orayta,29
כללי ספר מלחמות משה.txt,אוצריא/קבלה/רמחל/כללי ספר מלחמות משה.txt,Orayta,66
ספר דרך חכמה.txt,אוצריא/קבלה/רמחל/ספר דרך חכמה.txt,Orayta,28
כללות שרשי החכמה.txt,אוצריא/קבלה/רמחל/כללות שרשי החכמה.txt,Orayta,18
ספר קנאת ה' צבאות.txt,אוצריא/קבלה/רמחל/ספר קנאת ה' צבאות.txt,Orayta,278
תפלות לפנות המרכבה.txt,אוצריא/קבלה/רמחל/תפלות לפנות המרכבה.txt,Orayta,131
כללי מאמר החכמה.txt,אוצריא/קבלה/רמחל/כללי מאמר החכמה.txt,Orayta,55
חק לישראל - שמות.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - שמות.txt,Orayta,2590
חק לישראל - דברים.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - דברים.txt,Orayta,2368
חק לישראל - בראשית.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - בראשית.txt,Orayta,2929
חק לישראל - במדבר.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - במדבר.txt,Orayta,2258
חק לישראל - ויקרא.txt,אוצריא/לימוד יומי/חק לישראל/חק לישראל - ויקרא.txt,Orayta,2187
קיצור שע ילקוט יוסף החדש - יורה דעה.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - יורה דעה.txt,Orayta,8637
קיצור שע ילקוט יוסף החדש - חושן משפט.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - חושן משפט.txt,Orayta,732
קיצור שע ילקוט יוסף החדש - אורח חיים.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אורח חיים.txt,Orayta,19287
קיצור שע ילקוט יוסף החדש - אבן העזר.txt,אוצריא/הלכה/מחברי זמננו/קיצור ילקוט יוסף/קיצור שע ילקוט יוסף החדש - אבן העזר.txt,Orayta,1186
ביאור גמרא נוחה על בבא מציעא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על בבא מציעא.txt,Orayta,6078
ביאור גמרא נוחה על הוריות.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על הוריות.txt,Orayta,913
ביאור גמרא נוחה על בבא בתרא.txt,אוצריא/תלמוד בבלי/גמרא נוחה/נזיקין/ביאור גמרא נוחה על בבא בתרא.txt,Orayta,6666
