"categoryPath","title","author","heShortDesc","heDesc","heDescNew"
"מחשבת ישראל>מורה נבוכים>מפרשים","אברבנאל על מורה נבוכים","אברבנאל","חיבור מהמאה ה-16 שנכתב על ידי רבי יצחק בן יהודה אַבְּרַבַנְאֵל על מורה הנבוכים לרמב״ם.","״אַבְּרַבַנְאֵל על המורה״ הוא פירוש מהמאה ה-16 על הספר מורה נבוכים לרמב״ם. נכתב על ידי רבי יצחק בן יהודה אַבְּרַבַנְאֵל שנודע בפירושו על התנ״ך ובתפקידיו כשר האוצר של פורטוגל וממלכות נוספות באזור. בדומה לפירושו על התנ״ך, אברבנאל נוקט עמדה מורכבת כלפי דעותיו של הרמב״ם ולא חושש להביע את סלידתו מתפיסתו הרציונליסטית של הרמב״ם בסוגיית הנבואה. בנוסף, אברבנאל מעלה תהיות לגבי פירושם המטאפורי של מונחים מהתנ״ך בחלק א׳ של מורה נבוכים.","""אברבנאל על המורה"" הוא פירוש מהמאה ה-16 על ספר מורה נבוכים לרמב״ם, מאת רבי יצחק בן יהודה אברבנאל, שנודע בפירושו על התנ״ך ובתפקידיו כשר האוצר של פורטוגל וממלכות נוספות. בדומה לפירושו על התנ״ך, אברבנאל נוקט עמדה מורכבת כלפי דעות הרמב״ם, ואינו נמנע מלהביע את הסתייגותו מתפיסתו השכלתנית בסוגיית הנבואה ומפירושו המטאפורי של מונחים מן התנ״ך בחלק הראשון של הספר."
"מחשבת ישראל>מורה נבוכים>מפרשים","אפודי על מורה נבוכים","יצחק בן משה הלוי","פירוש בן המאה ה-14 למורה נבוכים לרמב""ם שנכתב על ידי רבי יצחק בן משה הלוי (האפודי) בספרד","פירוש האפודי על מורה הנבוכים לרמב""ם נכתב על ידי רבי יצחק בן משה הלוי, רופא יהודי ופילוסוף בן המאה ה-14 שהומר בכפייה לנצרות בספרד אך שמר על יהדותו בסתר. בניגוד למפרשים אחרים על מורה נבוכים שניסו לתרץ סתירות בתוך הספר, אפודי מתמקד בעיקר בהבהרת הטקסט ולא בניתוחו המעמיק.","פירוש האפודי על מורה הנבוכים לרמב""ם נכתב בידי רבי יצחק בן משה הלוי, רופא ופילוסוף יהודי בן המאה ה-14 שהומר בכפייה לנצרות בספרד אך שמר על יהדותו בסתר. בשונה ממפרשים אחרים שביקשו ליישב סתירות בתוך הספר, מתמקד האפודי בעיקר בהבהרת דברי המחבר ולא בניתוחם המעמיק."
"מחשבת ישראל>מורה נבוכים>מפרשים","שם טוב על מורה נבוכים","שם טוב בן יוסף אבן שם טוב","פירוש מהמאה ה-15 של שם טוב בן יוסף אבן שם טוב למורה נבוכים לרמב""ם","פירושו של שם טוב בן יוסף אבן שם טוב (השני) למורה נבוכים נכתב בספרד בשנת 1488 והודפס לראשונה ביחד עם הטקסט המקורי של מורה נבוכים בוונציה בשנת 1551, ומאז נחשב כאחד הפירושים הקלאסיים לספר. מטרת כתיבת הפירוש הייתה הנגשת הספר לקוראים בן זמנו תוך מתן דגש על חשיבות מורה הנבוכים להבנת התורה ולחיבור לאל בהיותו מאחד בין היהדות לפילוסופיה. בעבודתו, נעזר המחבר בפירושים שקדמו לו כגון פירושיהם של יוסף אבן כספי, משה נרבוני ועוד.","פירושו של שם טוב בן יוסף אבן שם טוב (השני) למורה נבוכים נכתב בספרד בשנת 1488 והודפס לראשונה יחד עם ספר מורה נבוכים בוונציה בשנת 1551, ומאז נחשב לאחד הפירושים הקלאסיים לספר. מטרתו הייתה הנגשת הספר לבני זמנו, מתוך הדגשת חשיבותו של מורה נבוכים להבנת התורה. בעבודתו נעזר המחבר בפירושים שקדמו לו, כגון פירושי יוסף אבן כספי ומשה נרבוני."
"מחשבת ישראל>מורה נבוכים>מפרשים","קרשקש על מורה נבוכים","אשר בן אברהם קרשקש","פירוש מהמאה ה-15 למורה נבוכים להרמב״ם שנכתב על ידי אשר בן אברהם קרשקש בפרובאנס שבצרפת.","אשר בן אברהם קרשקש פותח את פירושו למורה נבוכים בהבעת חששו שרבים הם הרוצים ללמוד את מורה נבוכים, אך אין להם את ההכנות הדרושות לקריאת הספר בצורה הנכונה. בעקבות כך, הוא כותב פירוש בסיסי ומקוצר זה לקוראים צעירים ללא רקע פילוסופי. הפירוש נכתב במאה ה-15 בפרובאנס שבצרפת.","אשר בן אברהם קרשקש פותח את פירושו למורה נבוכים בהבעת חששו שרבים המבקשים ללמוד את הספר בלא ההכנה הדרושה לקריאתו כראוי. משום כך כתב פירוש בסיסי ומקוצר זה, המכוון לקוראים צעירים ללא רקע פילוסופי. הפירוש נכתב במאה ה-15 בפרובאנס שבצרפת."
"קבלה","היכלות רבתי","","תיאור עליית רבי ישמעאל לשמים ושירת ההיכלות והמרכבה ששמע שם.","",""
"קבלה>ספר יצירה","ספר יצירה נוסח הגר""א","","גרסה קצרה של ספר יצירה, בעריכת הגאון מווילנה.","",""
"קבלה>ספר יצירה","ספר יצירה","","החיבור הקדום ביותר בתורת הסוד, המתאר כיצד ברא הקב""ה את העולם באמצעות אותיות האלפבית והמספרים.","'ספר יצירה' הוא הספר הקדום ביותר של תורת הסוד היהודית. ספר חידתי קצר זה מתאר כיצד אלוהים ברא את היקום באמצעות 32 נתיבים פלאיים של חוכמה, המורכבים מ-22 האותיות של האלפבית העברי בתוספת עשר ה""ספירות"", אשר בתקופה מוקדמת זו מתייחסות באופן פשוט לספרות של מספרים גם כאשר היו טעונות בעקרונות מטאפיזיים. מקור הטקסט של ספר יצירה אינו ידוע ונתון במחלוקת. בהתבסס על השפה בה נכתב, חוקרים מתארכים אותו בין המאה השלישית לשישית, כאשר יש בו כמה תוספות מאוחרות יותר. יש המייחסים את מקורו לאברהם ואחרים לתנא ר' עקיבא, שעל פי התלמוד הבבלי עסק בתורת הסוד ובמיסטיקה. המסתורין שבספר וסגנונו התמציתי הפכו אותו למושא לפרשנויות רבות ומגוונות.","'ספר יצירה' הוא הספר הקדום ביותר בתורת הסוד היהודית. חיבור קצר וחתום זה מתאר כיצד ברא הקב""ה את היקום באמצעות שלושים ושניים נתיבות פלאיות של חכמה, המורכבים מעשרים ושתיים אותיות האלפבית העברי ומעשר הספירות. יש המייחסים את מקורו לאברהם אבינו ואחרים לתנא רבי עקיבא, שעסק בתורת הסוד. תמציתו וסגנונו החתום עשאוהו מושא לפירושים רבים ומגוונים."
"קבלה","גן נעול (אבולעפיה)","אברהם אבולעפיה","פירוש מהמאה ה-13 מאת רבי אברהם אבולעפיה לספר יצירה, מן החיבורים הקדומים בתורת הסוד.","״גן נעול״ הוא אחד משלושת הפירושים של אברהם אבולעפיה, מקובל ספרדי מהמאה ה-13, על ספר יצירה, יצירה מיסטית מוקדמת המתארת כיצד אלוהים השתמש באלפבית העברי ובמספרים כדי לברוא את העולם. אבולעפיה העדיף את מה שהוא כינה קבלה נבואית, או קבלה של שמות, על פני לימוד הספירות, ודן בשניהם ב״גן נעול״. העבודה מכילה ניתוחים של מילים ואותיות, בעיקר מתוך ספר בראשית. הכותרת רומזת לנסתר ולקוחה ממגילת שיר השירים פרק ד׳ פסוק יב.","""גן נעול"" הוא אחד משלושת פירושיו של רבי אברהם אבולעפיה, מקובל ספרדי מהמאה ה-13, על ספר יצירה - מן החיבורים הקדומים בתורת הסוד, המתאר כיצד השתמש הקב""ה באותיות העבריות ובמספרים לברוא את העולם. אבולעפיה העדיף את מה שכינה קבלה נבואית, או קבלה של שמות, על פני לימוד הספירות, ודן בשתיהן בחיבור זה. החיבור כולל ניתוחי מילים ואותיות, בעיקר מתוך ספר בראשית, ושמו לקוח מן הכתוב בשיר השירים (ד, יב)."
"קבלה>בעל הסולם","קונטרס מתן תורה","יהודה לייב הלוי אשלג","אוסף חיבורים קבליים קצרים.","קונטרס מתן תורה הוא קובץ חיבורים קבליים קצרים שנכתבו במאה ה-20 על ידי רבי יהודה אשלג, מחבר פירוש הסולם לספר הזוהר. הקונטרס כולל גם כמה מיצירותיו המוקדמות של המחבר שפורסמו כעלונים ב-1933, וכן נאום שנשא עם סיום חיבור פירוש הסולם ב-1953. נושא מרכזי בספר הוא השפעת החוכמה הקבלית על האהבה בין יהודים, ערך אותו המחבר ראה כמהותי בעבודת האל.","קונטרס מתן תורה הוא קובץ חיבורים קבליים קצרים שכתב רבי יהודה אשלג במאה ה-20, מחבר פירוש הסולם לספר הזוהר. הקונטרס כולל גם כמה מחיבוריו המוקדמים שפורסמו כעלונים בשנת 1933, וכן נאום שנשא לרגל סיום פירוש הסולם בשנת 1953. נושא מרכזי בו הוא השפעת חכמת הקבלה על האהבה שבין ישראל, ערך שראה בו המחבר יסוד בעבודת ה'."
"קבלה>בעל הסולם","הקדמות לחכמת האמת - ספר הזוהר","יהודה לייב הלוי אשלג","הקדמה מן המאה ה-20 לספר הזוהר ולעולם הקבלה, כתובה בסגנון נגיש.","",""
"קבלה>בעל הסולם","מבוא לספר הזוהר","יהודה לייב הלוי אשלג","מאמר המסביר מדוע חשוב ללמוד את ספר הזוהר, בדגש על עיסוק בשאלות קיומיות כגון מהות ההוויה, בעיית הרוע בעולם, מהות הבורא ועוד.","""הקדמה לספר הזוהר"" הוא מאמר מהמאה ה-20, פרי עטו של רבי יהודה אשלג - מחבר פירוש הסולם לספר הזוהר. מטרת המאמר היא להסביר את חשיבות לימוד ספר הזוהר תוך דגש על הפרספקטיבה המקורית של חכמת הקבלה בעת נסיונה לענות על שאלות קיומיות כגון: תכלית האדם והאנושות כולה, בעיית הרוע בעולם, הצורך בעולמות עליונים מופשטים, מהות האל ועוד.","""הקדמה לספר הזוהר"" הוא מאמר מהמאה ה-20 מאת רבי יהודה אשלג, מחבר פירוש הסולם לספר הזוהר. מטרת המאמר לבאר את חשיבות לימוד ספר הזוהר, מתוך הדגשת המבט המיוחד של חכמת הקבלה על שאלות יסוד כגון תכלית האדם והאנושות, בעיית הרוע בעולם, הצורך בעולמות עליונים ומהות הבורא."
"קבלה>בעל הסולם","פתיחה לפירוש הסולם","יהודה לייב הלוי אשלג","פתיחה לפירוש הסולם על ספר הזוהר.","""פתיחה לפירוש הסולם"" היא הקדמתו של רבי יהודה אשלג לפירושו על ספר הזוהר - ""הסולם"". בשונה מ""פתיחה לחכמת הקבלה"" המתמקדת בתיאור העולם באופן של האצלה מעולמות מופשטים, חיבור זה עוסק בעיקר בעשר הספירות וביחסים שביניהם. בחיבור מתוארים בהרחבה רעיונות כגון תיקון הקווים, עיבור יניקה ומוחין, התפרטות ל-12 פרצופים ועוד.","""פתיחה לפירוש הסולם"" היא הקדמתו של רבי יהודה אשלג לפירושו ""הסולם"" על ספר הזוהר. בשונה מ""פתיחה לחכמת הקבלה"", המתמקדת בתיאור ההשתלשלות מן העולמות המופשטים, חיבור זה עוסק בעיקר בעשר הספירות וביחסים שביניהן, ומתוארים בו בהרחבה עניינים כגון תיקון הקווים, עיבור יניקה ומוחין, והתפרטות לשנים עשר פרצופים."
"קבלה>בעל הסולם","תלמוד עשר הספירות","יהודה לייב הלוי אשלג","פירוש בן 16 פרקים מהמאה ה-20 שנכתב על ידי רבי יהודה אשלג לתורה הקבלה של האר״י","״תלמוד עשר הספירות״ הוא פירוש מהמאה ה-20 שנכתב על ידי רבי יהודה אשלג (״בעל הסולם״) לתורת הקבלה של האר״י (רבי יצחק לוריא), המאורגן ב-16 פרקים. כל פרק מורכב מקטעים מכתבי האר״י, עליהם שני פירושים: ״אור פנימי״ - המבאר את פשט הטקסט שורה אחר שורה, ו״הסתכלות פנימית״ - המבאר לעומק את הסוגיות הקבליות המוזכרות בפרק. בנוסף לכך, בסיום כל פרק מופיעות שאלות ותשובות על שני הפירושים על מנת לעזור ללומד לזכור את תוכן הספר.","""תלמוד עשר הספירות"" הוא פירוש מהמאה ה-20 שכתב רבי יהודה אשלג (""בעל הסולם"") לתורת הקבלה של האר""י (רבי יצחק לוריא), המאורגן בשישה עשר פרקים. כל פרק מורכב מקטעים מכתבי האר""י ועליהם שני פירושים: ""אור פנימי"" - המבאר את פשט הדברים שורה אחר שורה, ו""הסתכלות פנימית"" - המבאר לעומק את הסוגיות הקבליות שבפרק. בסיום כל פרק מובאות שאלות ותשובות שנועדו לסייע ללומד לזכור את תוכן הספר."
"קבלה>בעל הסולם","פתיחה לחכמת הקבלה","יהודה לייב הלוי אשלג","מאמר העוסק במושגי יסוד בתורת הסוד היהודית ובחכמת הקבלה.","""פתיחה לחכמת הקבלה"" הוא מאמר בן 188 פסקאות העוסק בבירור מושגי היסוד הנדרשים להבנת תורת הסוד היהודית וחכמת הקבלה. המאמר נכתב על ידי רבי יהודה אשלג במאה ה-20, ומופיע בפתח פירוש הסולם שחיבר על ספר הזוהר. המאמר סוקר את השתלשלות הבריאה מהאל האינסופי עד עולמנו שלנו. בנוסף, המאמר מסביר בקצרה את מושג הצמצום, אור וכלי, שבירת הכלים ותיקונם ועוד.","""פתיחה לחכמת הקבלה"" הוא מאמר בן 188 פסקאות העוסק בבירור מושגי היסוד הנדרשים להבנת תורת הסוד היהודית וחכמת הקבלה. המאמר נכתב בידי רבי יהודה אשלג במאה ה-20, ומופיע בפתח פירוש הסולם על ספר הזוהר. המאמר סוקר את השתלשלות הבריאה מן האינסוף ברוך הוא ועד עולמנו, ומבאר בקצרה את מושגי הצמצום, אור וכלי, שבירת הכלים ותיקונם ועוד."
"קבלה>זהר","תקוני הזהר","","חיבור עצמאי בסגנון ספר הזוהר ובו שבעים פירושים למילה הראשונה בתורה.","","חיבור עצמאי בסגנון ספר הזוהר, ובו שבעים פירושים למילה הראשונה שבתורה."
"קבלה>זהר","אור החמה על ספר הזהר","אברהם אזולאי","סיכום של פירושים קודמים לספר הזוהר אשר נכתב על ידי רבי אברהם אזולאי במאה ה-16 בחברון","״אור החמה״ הוא חלקו השני של אוסף כתבים המכונה ״קריית ארבע״ שנכתב במאה ה-16 בחברון, על ידי רבי אברהם אזולאי - סב סבו של החיד״א. בספר מובאים ומסוכמים פירושים קדומים לספר הזוהר - פירוש ר' משה קורדוברו (הרמ""ק), פירוש ר' חיים ויטאל (תלמידו של האר״י), פירושו של ר' אברהם גאלנטי (תלמיד הרמ""ק)  ופירושים נוספים. הספר נכתב מתוך כוונה לכלול פירושים המכוונים יותר אל פשט הזוהר, מעין מבוא לתורת הקבלה, בניגוד לחלק השלישי של כתבי ״קריית ארבע״ - המכונה ״אור הגנוז״ הדן בעיוני עומק בתורת הקבלה.","""אור החמה"" הוא חלקו השני של אוסף הכתבים המכונה ""קריית ארבע"", שכתב במאה ה-16 בחברון רבי אברהם אזולאי - סב סבו של החיד""א. בספר מובאים ומסוכמים פירושים קדומים לספר הזוהר: פירוש הרמ""ק (ר' משה קורדובירו), פירוש ר' חיים ויטאל (תלמיד האר""י), פירוש ר' אברהם גאלנטי (תלמיד הרמ""ק) ועוד. הספר נכתב מתוך כוונה לכלול פירושים המכוונים אל פשט הזוהר, כמעין מבוא לתורת הקבלה, בשונה מן החלק השלישי - ""אור הגנוז"" - הדן בעיוני עומק."
"קבלה>זהר","הסולם על ספר הזהר","יהודה לייב הלוי אשלג","פירוש לספר הזהר שנכתב באמצע המאה ה-20, על ידי הרב יהודה לייב הלוי אשלג.","""הסולם"" הוא פירוש לספר הזהר שנכתב בירושלים בין השנים 1943-1953 על ידי הרב יהודה לייב הלוי אשלג, שכונה על שם חיבור זה - ""בעל הסולם"". מטרת כתיבת הספר הייתה לאפשר גם לאנשים ללא רקע בתורת הקבלה להבין את ספר הזוהר הכתוב בארמית ומכיל מושגים מופשטים מתורת הסוד היהודית. הפירוש מחולק לחלק מרכזי בו ספר הזהר מתורגם לעברית עם ביאור קצר, ולחלק נוסף - ""מראות הסולם"" המכיל עיונים למבחר נושאים בספר הזהר. כנספח לספר, כתב הרב אשלג מספר הקדמות לספר הזהר ולתורת הסוד היהודית בכלל.","""הסולם"" הוא פירוש לספר הזוהר שנכתב בירושלים בין השנים 1943-1953 בידי הרב יהודה לייב הלוי אשלג, שנקרא על שם חיבור זה ""בעל הסולם"". מטרת הספר לאפשר גם למי שאין לו רקע בתורת הקבלה להבין את ספר הזוהר, הכתוב בארמית ומכיל מושגים מופשטים מתורת הסוד. הפירוש מחולק לחלק מרכזי, שבו מתורגם הזוהר לעברית עם ביאור קצר, ולחלק ""מראות הסולם"" המכיל עיונים בנושאים נבחרים. כנספח כתב הרב אשלג כמה הקדמות לספר הזוהר ולתורת הסוד בכלל."
"קבלה>זהר","ספר הזהר","","ספר הקבלה המרכזי, מאת התנא רבי שמעון בר יוחאי, שיצא לאור בספרד במאה ה-13.","",""
"קבלה>זהר","זוהר חדש","","אוסף מאמרים וקטעים הקשורים לספר הזוהר, שנמצאו בכתבי יד לאחר הדפסת הזוהר.","",""
"קבלה>זהר","יהל אור על ספר הזהר","אליהו בן שלמה זלמן מווילנה","חיבור מן המאה ה-18 ובו ביאורים על ספר הזוהר שלוקטו מכתבי הגאון מווילנה.","החיבור 'יהל אור', הידוע גם בשם 'הדרת קודש', הוא ביאור לספר הזוהר מאת הגאון מוילנא (רבי אליהו בן שלמה זלמן מווילנא, הגר""א). ביאורי הגר""א על הזוהר לוקטו ונערכו על ידי רבי שמואל לוריא. לוריא כלל כנספח לחיבור פירוש נוסף על הזוהר, 'נפש דוד', מאת רבי דוד לוריא. ","החיבור 'יהל אור', הידוע גם בשם 'הדרת קודש', הוא ביאור לספר הזוהר מאת הגאון מווילנה (רבי אליהו בן שלמה זלמן, הגר""א). ביאורי הגר""א על הזוהר לוקטו ונערכו בידי רבי שמואל לוריא, שצירף כנספח פירוש נוסף על הזוהר - 'נפש דוד' - מאת רבי דוד לוריא."
"קבלה>זהר","כתם פז על ספר הזהר","שמעון לביא","פירוש לספר הזוהר שנכתב במאה ה-16 על ידי ר' שמעון לביא","כתם פז הוא פירוש נרחב לספר הזוהר, הקיים רק על ספר בראשית. הוא נכתב על ידי ר' שמעון לביא, מנהיג יהדות לוב, במאה ה-16. הפירוש ייחודי בעצמאותו מהשפעת בתי הספר הקבליים של צפת, וניכרת בו השפעה של הקבלה הספרדית הקדומה כמו גם הפילוסופיה. מאפיינים מרכזים בספר הם טרמינולוגיה פילוסופית, פרשנות מטפורית למשלים המצויים בספר הזוהר, וראיית ספר הזוהר כדרך למדיטציה על אלוהים.","'כתם פז' הוא פירוש נרחב לספר הזוהר, הקיים על ספר בראשית בלבד. הוא נכתב בידי ר' שמעון לביא, מנהיג יהדות לוב, במאה ה-16. הפירוש ייחודי בעצמאותו מהשפעת בתי המדרש הקבליים של צפת, וניכרת בו השפעת הקבלה הספרדית הקדומה. ממאפייניו המרכזיים: שימוש במונחים פילוסופיים, פרשנות משלית למשלים שבזוהר, וראיית הזוהר כדרך להתבוננות בה'."
"קבלה>זהר","מקדש מלך על ספר הזהר","שלום בוזגלו","פירוש שיטתי על ספר הזוהר שנכתב במאה ה-18 על ידי הרב שלום בוזגלו (הרש""ב) במרקש, מרוקו.","""מקדש מלך"" הוא הפירוש השיטתי הראשון על כל ספר הזוהר. הפירוש נכתב במאה ה-18 על ידי הרב שלום בוזגלו (הרש""ב) במרקש, מרוקו. הספר לוקח השראה מעבודות קודמות על ספר הזוהר כגון: כתבי רבי יצחק לוריא (האר""י), כתביו הקבליים של הרמ""ז (רבי משה זכות) - ""יודעי בינה"", ""מקדש ה'"" וכו',  ""לקט שושנים"" של הרב יעקב פינטו ועוד.","""מקדש מלך"" הוא הפירוש השיטתי הראשון על כל ספר הזוהר. הפירוש נכתב במאה ה-18 בידי הרב שלום בוזגלו (הרש""ב) במרקש שבמרוקו, ושואב מחיבורים קודמים על הזוהר, כגון כתבי האר""י (רבי יצחק לוריא), כתביו הקבליים של הרמ""ז (רבי משה זכות) ו""לקט שושנים"" לרב יעקב פינטו."
"קבלה","גט השמות","אברהם אבולעפיה","ספר מהמאה ה-13 המתווה את יסודות גישתו של רבי אברהם אבולעפיה לקבלה","המטרה המוצהרת של ״גט השמות״, אחת מיצירותיו המוקדמות ביותר של רבי אברהם אבולעפיה, היא להעביר את העקרונות הכלליים של שיטתו הקבלית, אם כי הוא מביע הסתייגות מכישוריו ודאגה לחשיפת סודות רבים מדי. העבודה כוללת תיאור נרחב של ""עולמות"" שונים ויחסם זה לזה, דיון בשמות אלוהיים ובכוחות היצירה של שמות ואותיות בשפה העברית ועוד. אבולעפיה משווה את העבודה לכתב גירושין במובן זה שהיא תפריד בין ""שמות בדויים"" לבעלי חוכמה אמיתית.","המטרה המוצהרת של ""גט השמות"", מן החיבורים המוקדמים של רבי אברהם אבולעפיה, היא למסור את העקרונות הכלליים של שיטתו הקבלית, אף שהוא מביע הסתייגות מחשש לחשיפת סודות רבים מדי. החיבור כולל תיאור נרחב של ""עולמות"" שונים ויחסיהם, דיון בשמות הקודש ובכוח היצירה של השמות והאותיות בלשון העברית ועוד. אבולעפיה מדמה את החיבור לגט, שכן הוא מפריד בין ""שמות בדויים"" לבין בעלי חכמה אמיתית."
"קבלה>רמח""ל","דרך עץ חיים (רמח""ל)","משה חיים לוצאטו","הקדמה לספר קל""ח פתחי חכמה, המבוסס על פרי עץ חיים ונדפס עם ספר מסילת ישרים.","",""
"קבלה>רמח""ל","דעת תבונות","משה חיים לוצאטו","ויכוח בין השכל לנשמה על משמעות העולם והאנושות, נכתב בשפה ברורה ונגישה.","",""
"קבלה>רמח""ל","קל""ח פתחי חכמה","משה חיים לוצאטו","מבוא שיטתי לקבלה הלוריאנית הבנוי על קל""ח (138) עקרונות.","",""
"קבלה>רמח""ל","עשרה פרקים להרמח''ל","משה חיים לוצאטו","תמצית תורת האריז""ל על פי הספר עץ חיים ויישוב סתירות שעולות שם.","",""
"קבלה>כתבי האר""י וחיים ויטאל","שער הגלגולים","חיים ויטאל","הצגת מושג הגלגולים ותופעות נוספות בתורת הקבלה.","ספר שער הגלגולים של ר' חיים ויטאל, הדן בענין גלגולי הנשמות, שחיבר את הספר על פי דברי רבו האריז""ל.","ספר שער הגלגולים לר' חיים ויטאל, הדן בעניין גלגולי הנשמות, שחיברו על פי דברי רבו האריז""ל."
"קבלה>כתבי האר""י וחיים ויטאל","שערי קדושה","חיים ויטאל","מדריך של הרב חיים ויטאל לחיי קדושה והשגת רוח הקודש דרך עבודת המידות.","",""
"קבלה>כתבי האר""י וחיים ויטאל","שער ההקדמות","חיים ויטאל","אוסף כתבים מראשית המאה ה-17 של רבי חיים ויטאל על רעיונות יסוד של הקבלה, המבוססים על תורתו של רבי יצחק לוריא.","רבי חיים ויטאל, מהחכמים הבולטים של מקובלי צפת במאות ה-16-17, ידוע בעיקר בזכות כתיבה ועריכה של תורת הארי ז""ל (הרב יצחק לוריא, שנחשב למייסד הקבלה המודרנית). בנו של חיים ויטאל, הרב שמואל ויטאל, ערך וחילק את כתבי אביו לשמונה ""שערים,"" כאשר כל שער הוא פתח ומבוא לנושא נפרד. השער הראשון הוא שער ההקדמות, חיבור המתעמק בקבלה העיונית, במיוחד ברעיונות היסודיים העוסקים בבריאה ובהשתלשלות האלוהית.","רבי חיים ויטאל, מן החכמים הבולטים במקובלי צפת במאות ה-16-17, ידוע בעיקר בזכות כתיבת ועריכת תורת האר""י (רבי יצחק לוריא). בנו, הרב שמואל ויטאל, ערך את כתבי אביו וחילקם לשמונה ""שערים"", שכל שער הוא פתח ומבוא לנושא נפרד. השער הראשון, שער ההקדמות, מתעמק בקבלה העיונית, ובעיקר ברעיונות היסוד העוסקים בבריאה ובהשתלשלות העולמות."
"קבלה>כתבי האר""י וחיים ויטאל","שער מאמרי רשב""י","חיים ויטאל","פירוש מהמאה ה-16 לזוהר מאת רבי חיים ויטאל, על פי תורת האריז""ל ובעריכת בנו של חיים ויטאל, רבי שמואל ויטאל","רבי חיים ויטאל, מקובל צפת בולט במאות ה-16-17, ידוע בעיקר בזכות תיעוד ועריכת תורת האריז""ל (הרב יצחק לוריא, שנחשב למייסד הקבלה המודרנית). בנו של חיים ויטאל, הרב שמואל ויטאל, ארגן אוסף של כתבי אביו לשמונה ""שערים"", שכל אחד מהם ""פותח"" נושא מסוים. השני שבהם הוא שער מאמרי רשב""י (שער אמרות רבי שמעון בר יוחאי), פירוש על חלקי הזוהר השונים, כמו גם על טקסטים עתיקים אחרים. כמו רוב כתביו של ויטל, הוא מבוסס על תורתו של האריז""ל.","רבי חיים ויטאל, מקובל צפת בולט במאות ה-16-17, ידוע בעיקר בזכות תיעוד ועריכת תורת האר""י (רבי יצחק לוריא). בנו, הרב שמואל ויטאל, ערך את כתבי אביו וחילקם לשמונה ""שערים"", שכל אחד מהם פותח נושא מסוים. השני שבהם הוא שער מאמרי רשב""י, פירוש על חלקי הזוהר השונים ועל טקסטים עתיקים נוספים. כשאר כתבי ויטאל, הוא מבוסס על תורת האר""י."
"קבלה>כתבי האר""י וחיים ויטאל","עץ חיים","חיים ויטאל","ילקוט יסודי של קבלת האר""י, המציג את עיקרי תורתו ואת סדר בריאת העולם.","","ילקוט יסודי של קבלת האר""י, המציג את יסודות תורת האר""י ואת ענייני בריאת העולם."
"קבלה>כתבי האר""י וחיים ויטאל","שער הפסוקים","חיים ויטאל","פרשנות קבלית לתנ""ך מהמאה ה-16, מאת רבי חיים ויטאל המבוססת על תורתו של האריז״ל.","רבי חיים ויטאל, מקובל צפת בולט במאות ה-16-17, ידוע בעיקר בזכות תיעוד ועריכת תורת האריז""ל (הרב יצחק לוריא, שנחשב למייסד הקבלה המודרנית). בנו של חיים ויטאל, הרב שמואל ויטאל, ארגן אוסף של כתבי אביו לשמונה ""שערים"", שכל אחד מהם ""פותח"" נושא מסוים. הרביעי שבהם הוא שער הפסוקים, פרשנות קבלית לתנ""ך. כמו רוב כתביו של ויטל, הוא מבוסס על תורתו של האריז""ל.","רבי חיים ויטאל, מקובל צפת בולט במאות ה-16-17, ידוע בעיקר בזכות תיעוד ועריכת תורת האר""י (רבי יצחק לוריא). בנו, הרב שמואל ויטאל, ערך את כתבי אביו וחילקם לשמונה ""שערים"", שכל אחד מהם פותח נושא מסוים. הרביעי שבהם הוא שער הפסוקים, פרשנות קבלית לתנ""ך. כשאר כתבי ויטאל, הוא מבוסס על תורת האר""י."
"קבלה>כתבי האר""י וחיים ויטאל","פרי עץ חיים","חיים ויטאל","חיבור נלווה לספר עץ חיים, המפרט כוונות לתפילה ולקיום מצוות.","אחד מספרי כתבי האר""י, נכתב על ידי תלמידו, ר' חיים ויטאל.","אחד מספרי כתבי האר""י, שכתב תלמידו ר' חיים ויטאל, ובו כוונות לתפילה ולקיום המצוות."
