id,title,authors
4594,"השגות הראב""ד על משנה תורה, הלכות טומאת מת","ראב""ד"
4596,"השגות הראב""ד על משנה תורה, הלכות טומאת צרעת","ראב""ד"
4657,"השגות הראב""ד על משנה תורה, הלכות טוען ונטען","ראב""ד"
4620,"השגות הראב""ד על משנה תורה, הלכות יבום וחליצה",
4589,"השגות הראב""ד על משנה תורה, הלכות יסודי התורה","ראב""ד"
4650,"השגות הראב""ד על משנה תורה, הלכות כלאים","ראב""ד"
4608,"השגות הראב""ד על משנה תורה, הלכות כלי המקדש והעובדין בו","ראב""ד"
4601,"השגות הראב""ד על משנה תורה, הלכות כלים","ראב""ד"
4627,"השגות הראב""ד על משנה תורה, הלכות מאכלות אסורות","ראב""ד"
4646,"השגות הראב""ד על משנה תורה, הלכות מגילה וחנוכה","ראב""ד"
4637,"השגות הראב""ד על משנה תורה, הלכות מחוסרי כפרה","ראב""ד"
4598,"השגות הראב""ד על משנה תורה, הלכות מטמאי משכב ומושב","ראב""ד"
4663,"השגות הראב""ד על משנה תורה, הלכות מילה","ראב""ד"
4631,"השגות הראב""ד על משנה תורה, הלכות מכירה","ראב""ד"
4660,"השגות הראב""ד על משנה תורה, הלכות מלווה ולווה","ראב""ד"
4667,"השגות הראב""ד על משנה תורה, הלכות מלכים ומלחמות","ראב""ד"
4669,"השגות הראב""ד על משנה תורה, הלכות ממרים","ראב""ד"
4604,"השגות הראב""ד על משנה תורה, הלכות מעילה","ראב""ד"
4603,"השגות הראב""ד על משנה תורה, הלכות מעשה הקרבנות","ראב""ד"
4655,"השגות הראב""ד על משנה תורה, הלכות מעשר שני ונטע רבעי","ראב""ד"
4654,"השגות הראב""ד על משנה תורה, הלכות מעשרות","ראב""ד"
4600,"השגות הראב""ד על משנה תורה, הלכות מקואות","ראב""ד"
4649,"השגות הראב""ד על משנה תורה, הלכות מתנות עניים","ראב""ד"
4612,"השגות הראב""ד על משנה תורה, הלכות נדרים","ראב""ד"
4614,"השגות הראב""ד על משנה תורה, הלכות נזירות","ראב""ד"
4618,"השגות הראב""ד על משנה תורה, הלכות נזקי ממון","ראב""ד"
4659,"השגות הראב""ד על משנה תורה, הלכות נחלות","ראב""ד"
4624,"השגות הראב""ד על משנה תורה, הלכות נערה בתולה",
4621,"השגות הראב""ד על משנה תורה, הלכות סוטה",
4670,"השגות הראב""ד על משנה תורה, הלכות סנהדרין והעונשין המסורין להם","ראב""ד"
4630,"השגות הראב""ד על משנה תורה, הלכות עבדים","ראב""ד"
4590,"השגות הראב""ד על משנה תורה, הלכות עבודה זרה וחוקות הגויים","ראב""ד"
4607,"השגות הראב""ד על משנה תורה, הלכות עבודת יום הכפורים","ראב""ד"
4671,"השגות הראב""ד על משנה תורה, הלכות עדות","ראב""ד"
4643,"השגות הראב""ד על משנה תורה, הלכות עירובין","ראב""ד"
4613,"השגות הראב""ד על משנה תורה, הלכות ערכים וחרמין","ראב""ד"
4605,"השגות הראב""ד על משנה תורה, הלכות פסולי המוקדשין","ראב""ד"
4597,"השגות הראב""ד על משנה תורה, הלכות פרה אדומה","ראב""ד"
4665,"השגות הראב""ד על משנה תורה, הלכות ציצית","ראב""ד"
4647,"השגות הראב""ד על משנה תורה, הלכות קידוש החודש","ראב""ד"
4638,"השגות הראב""ד על משנה תורה, הלכות קרבן פסח","ראב""ד"
4661,"השגות הראב""ד על משנה תורה, הלכות קריאת שמע","ראב""ד"
4616,"השגות הראב""ד על משנה תורה, הלכות רוצח ושמירת נפש","ראב""ד"
4658,"השגות הראב""ד על משנה תורה, הלכות שאלה ופיקדון","ראב""ד"
4595,"השגות הראב""ד על משנה תורה, הלכות שאר אבות הטומאות","ראב""ד"
4611,"השגות הראב""ד על משנה תורה, הלכות שבועות","ראב""ד"
4642,"השגות הראב""ד על משנה תורה, הלכות שביתת יום טוב","ראב""ד"
4641,"השגות הראב""ד על משנה תורה, הלכות שביתת עשור","ראב""ד"
4644,"השגות הראב""ד על משנה תורה, הלכות שבת","ראב""ד"
4636,"השגות הראב""ד על משנה תורה, הלכות שגגות","ראב""ד"
4648,"השגות הראב""ד על משנה תורה, הלכות שופר וסוכה ולולב","ראב""ד"
4625,"השגות הראב""ד על משנה תורה, הלכות שחיטה","ראב""ד"
4656,"השגות הראב""ד על משנה תורה, הלכות שכירות","ראב""ד"
4632,"השגות הראב""ד על משנה תורה, הלכות שכנים","ראב""ד"
4628,"השגות הראב""ד על משנה תורה, הלכות שלוחין ושותפין","ראב""ד"
4653,"השגות הראב""ד על משנה תורה, הלכות שמיטה ויובל","ראב""ד"
4645,"השגות הראב""ד על משנה תורה, הלכות שקלים","ראב""ד"
4592,"השגות הראב""ד על משנה תורה, הלכות תלמוד תורה","ראב""ד"
4634,"השגות הראב""ד על משנה תורה, הלכות תמורה","ראב""ד"
4602,"השגות הראב""ד על משנה תורה, הלכות תמידים ומוספין","ראב""ד"
4639,"השגות הראב""ד על משנה תורה, הלכות תעניות","ראב""ד"
4662,"השגות הראב""ד על משנה תורה, הלכות תפילה וברכת כהנים","ראב""ד"
4666,"השגות הראב""ד על משנה תורה, הלכות תפילין ומזוזה וספר תורה","ראב""ד"
4652,"השגות הראב""ד על משנה תורה, הלכות תרומות","ראב""ד"
4591,"השגות הראב""ד על משנה תורה, הלכות תשובה","ראב""ד"
1662,"השגות הראב""ד שבועות","ראב""ד"
7124,השגות הרזה על בעלי הנפש,
5803,"השגות הרמב""ן על ספר המצוות",רמב״ן
2580,"השותפות הגדולה; הדת, המדע והחיפוש אחר משמעות",
7389,השיב משה אבן העזר,
7390,השיב משה אורח חיים,
7391,השיב משה חושן משפט,
7392,השיב משה יורה דעה,
7393,התעוררות תשובה חלק א,
7394,התעוררות תשובה חלק ב,
7222,ואהבתי ושברי,
7963,ובחרת בחיים,
7056,וביום השבת,
7395,וידבר דוד,
7396,ויוסף אברהם,
7272,וילקט יוסף,
3,ויקרא,
7397,ויקרא אברהם,
258,ויקרא רבה,
7398,ומצור דבש,
7074,ונגש הכהן,
3725,ונתנה תוקף,
3674,זבח פסח על הגדה של פסח,אברבנאל
130,זבחים,
7212,זה הכלל,
4024,זוהר הרקיע,שמעון בן צמח דוראן
2535,זוהר חדש,
7399,זית רענן חלק א,
7400,זית רענן חלק ב,
7224,זכה אשר,
6629,זכר יהוסף,
7401,זכר יהוסף חלק ב,
7402,זכר יהוסף חלק ג,
7403,זכר יהוסף חלק ד,
7235,זכרון לבני ישראל,
25,זכריה,
3677,זרוע ימין על הגדה של פסח,חיים דוד אזולאי
3191,זרוע ימין על משנה אבות,חיים דוד אזולאי
3924,זרע קודש,נפתלי צבי הורוביץ
7216,חָכְמַת הַיְּהוּדִי מקאמה,
2066,חבצלת השרון על דניאל,אלשיך
22,חבקוק,
7833,חברותא על בבא בתרא,
7834,חברותא על בבא מציעא,
7835,חברותא על בבא קמא,
7836,חברותא על ביצה,
7837,חברותא על בכורות,
7838,חברותא על ברכות,
7839,חברותא על גיטין,
7840,חברותא על הוריות,
7841,חברותא על זבחים,
7842,חברותא על חגיגה,
7843,חברותא על חולין,
7844,חברותא על יבמות,
7845,חברותא על יומא,
7846,חברותא על כריתות,
7847,חברותא על כתובות,
7848,חברותא על מגילה,
7849,חברותא על מועד קטן,
7850,חברותא על מכות,
7851,חברותא על מנחות,
7852,חברותא על מעילה,
7853,חברותא על נדרים,
7854,חברותא על נזיר,
7855,חברותא על נידה,
7856,חברותא על סוטה,
7857,חברותא על סוכה,
7858,חברותא על סנהדרין,
7859,חברותא על עבודה זרה,
7860,חברותא על עירובין,
7861,חברותא על ערכין,
7862,חברותא על פסחים,
7863,חברותא על קידושין,
7864,חברותא על ראש השנה,
7865,חברותא על שבועות,
7866,חברותא על שבת,
7867,חברותא על שקלים,
7868,חברותא על תמורה,
7869,חברותא על תמיד,
7870,חברותא על תענית,
24,חגי,
114,חגיגה,
5852,חדושי הלכות נדה על שולחן ערוך יורה דעה,יהונתן אייבשיץ
1018,חדושי הלכות על בבא בתרא,"מהרש""א"
1014,חדושי הלכות על בבא מציעא,"מהרש""א"
1017,חדושי הלכות על בבא קמא,"מהרש""א"
1011,חדושי הלכות על ביצה,"מהרש""א"
1000,חדושי הלכות על בכורות,"מהרש""א"
1024,חדושי הלכות על גיטין,"מהרש""א"
1019,חדושי הלכות על הוריות,"מהרש""א"
998,חדושי הלכות על חולין,"מהרש""א"
1023,חדושי הלכות על יבמות,"מהרש""א"
1020,חדושי הלכות על מכות,"מהרש""א"
999,חדושי הלכות על מנחות,"מהרש""א"
1022,חדושי הלכות על נדרים,"מהרש""א"
1027,חדושי הלכות על סוטה,"מהרש""א"
1013,חדושי הלכות על סוכה,"מהרש""א"
1015,חדושי הלכות על סנהדרין,"מהרש""א"
1021,חדושי הלכות על עבודה זרה,"מהרש""א"
1009,חדושי הלכות על פסחים,"מהרש""א"
1026,חדושי הלכות על קידושין,"מהרש""א"
1007,חדושי הלכות על ראש השנה,"מהרש""א"
1016,חדושי הלכות על שבועות,"מהרש""א"
1481,"חדושי הר""י מיגאש על בבא בתרא",יוסף אבן מיגאש
1482,"חדושי הר""י מיגאש על שבועות",יוסף אבן מיגאש
1630,"חדושי הרא""ה על כתובות",אהרן הלוי
7092,חדושי רבנו חיים הלוי על הרמבם,
2584,חובות הלבבות,בחיי אבן פקודה
3982,חובת התלמידים,קלונימוס קלמן שפירא
6089,חוות דעת באורים,
6090,חוות דעת חדושים,
3811,חוות יאיר,יאיר חיים בכרך
7404,חוט המשולש חלק א,
7405,חוט המשולש חלק ב,
7406,חוט המשולש חלק ג,
7407,חוט השני,
132,חולין,
2308,חומת אנך על איוב,חיים דוד אזולאי
2316,חומת אנך על איכה,חיים דוד אזולאי
2310,חומת אנך על אסתר,חיים דוד אזולאי
2306,חומת אנך על דברי הימים א,חיים דוד אזולאי
2315,חומת אנך על דברי הימים ב,חיים דוד אזולאי
2309,חומת אנך על דניאל,חיים דוד אזולאי
2297,חומת אנך על הושע,חיים דוד אזולאי
2302,חומת אנך על זכריה,חיים דוד אזולאי
2300,חומת אנך על חבקוק,חיים דוד אזולאי
2287,חומת אנך על חגי,חיים דוד אזולאי
2296,חומת אנך על יהושע,חיים דוד אזולאי
2303,חומת אנך על יואל,חיים דוד אזולאי
2295,חומת אנך על יונה,חיים דוד אזולאי
2291,חומת אנך על יחזקאל,חיים דוד אזולאי
2293,חומת אנך על ירמיה,חיים דוד אזולאי
2299,חומת אנך על ישעיה,חיים דוד אזולאי
2298,חומת אנך על מיכה,חיים דוד אזולאי
2286,חומת אנך על מלאכי,חיים דוד אזולאי
2290,חומת אנך על מלכים א,חיים דוד אזולאי
2301,חומת אנך על מלכים ב,חיים דוד אזולאי
2313,חומת אנך על משלי,חיים דוד אזולאי
2294,חומת אנך על נחום,חיים דוד אזולאי
2314,חומת אנך על נחמיה,חיים דוד אזולאי
2284,חומת אנך על עובדיה,חיים דוד אזולאי
2312,חומת אנך על עזרא,חיים דוד אזולאי
2292,חומת אנך על עמוס,חיים דוד אזולאי
2285,חומת אנך על צפניה,חיים דוד אזולאי
2307,חומת אנך על קהלת,חיים דוד אזולאי
2304,חומת אנך על רות,חיים דוד אזולאי
2288,חומת אנך על שופטים,חיים דוד אזולאי
2305,חומת אנך על שיר השירים,חיים דוד אזולאי
2283,חומת אנך על שמואל א,חיים דוד אזולאי
2289,חומת אנך על שמואל ב,חיים דוד אזולאי
2311,חומת אנך על תהלים,חיים דוד אזולאי
2317,חומת אנך על תורה,חיים דוד אזולאי
6201,חוסן יהושע,
2630,חורב,שמשון רפאל הירש
3784,חזה התנופה,משה די ברושלייש
5985,"חזון איש, אורח חיים מועד",
6134,"חזון איש, אמונה ובטחון",
5986,"חזון איש, זרעים",
5987,"חזון איש, טהרות",
5988,"חזון איש, יורה דעה",
7408,חזון נחום,
2173,חזקוני,חזקוני
7653,חידוד הלכות על נדה,
1182,חידושי אגדות על בבא בתרא,"מהרש""א"
1184,חידושי אגדות על בבא מציעא,"מהרש""א"
1187,חידושי אגדות על בבא קמא,"מהרש""א"
1169,חידושי אגדות על ביצה,"מהרש""א"
1158,חידושי אגדות על בכורות,"מהרש""א"
1167,חידושי אגדות על ברכות,"מהרש""א"
1193,חידושי אגדות על גיטין,"מהרש""א"
1185,חידושי אגדות על הוריות,"מהרש""א"
1163,חידושי אגדות על זבחים,"מהרש""א"
1171,חידושי אגדות על חגיגה,"מהרש""א"
1159,חידושי אגדות על חולין,"מהרש""א"
1190,חידושי אגדות על יבמות,"מהרש""א"
1176,חידושי אגדות על יומא,"מהרש""א"
1160,חידושי אגדות על כריתות,"מהרש""א"
1192,חידושי אגדות על כתובות,"מהרש""א"
1173,חידושי אגדות על מגילה,"מהרש""א"
1179,חידושי אגדות על מועד קטן,"מהרש""א"
1183,חידושי אגדות על מכות,"מהרש""א"
1161,חידושי אגדות על מנחות,"מהרש""א"
1166,חידושי אגדות על מעילה,"מהרש""א"
1168,חידושי אגדות על נדה,"מהרש""א"
1194,חידושי אגדות על נדרים,"מהרש""א"
1191,חידושי אגדות על נזיר,"מהרש""א"
1189,חידושי אגדות על סוטה,"מהרש""א"
1175,חידושי אגדות על סוכה,"מהרש""א"
1186,חידושי אגדות על סנהדרין,"מהרש""א"
1180,חידושי אגדות על עבודה זרה,"מהרש""א"
1177,חידושי אגדות על עירובין,"מהרש""א"
1164,חידושי אגדות על ערכין,"מהרש""א"
1178,חידושי אגדות על פסחים,"מהרש""א"
1188,חידושי אגדות על קידושין,"מהרש""א"
1172,חידושי אגדות על ראש השנה,"מהרש""א"
1181,חידושי אגדות על שבועות,"מהרש""א"
1170,חידושי אגדות על שבת,"מהרש""א"
1165,חידושי אגדות על תמורה,"מהרש""א"
1162,חידושי אגדות על תמיד,"מהרש""א"
1174,חידושי אגדות על תענית,"מהרש""א"
1727,חידושי אנשי שם על בבא בתרא,נתן נטע שפירא
1705,חידושי אנשי שם על בבא מציעא,נתן נטע שפירא
1716,חידושי אנשי שם על בבא קמא,נתן נטע שפירא
1717,חידושי אנשי שם על ביצה,נתן נטע שפירא
1710,חידושי אנשי שם על ברכות,נתן נטע שפירא
1706,חידושי אנשי שם על גיטין,נתן נטע שפירא
1719,חידושי אנשי שם על חולין,נתן נטע שפירא
1708,חידושי אנשי שם על יבמות,נתן נטע שפירא
1725,חידושי אנשי שם על יומא,נתן נטע שפירא
1718,חידושי אנשי שם על כתובות,נתן נטע שפירא
1712,חידושי אנשי שם על מגילה,נתן נטע שפירא
1714,חידושי אנשי שם על מועד קטן,נתן נטע שפירא
1722,חידושי אנשי שם על מכות,נתן נטע שפירא
1713,חידושי אנשי שם על מנחות,נתן נטע שפירא
1726,חידושי אנשי שם על סוכה,נתן נטע שפירא
1720,חידושי אנשי שם על סנהדרין,נתן נטע שפירא
1723,חידושי אנשי שם על עבודה זרה,נתן נטע שפירא
1711,חידושי אנשי שם על עירובין,נתן נטע שפירא
1709,חידושי אנשי שם על פסחים,נתן נטע שפירא
1721,חידושי אנשי שם על קידושין,נתן נטע שפירא
1704,חידושי אנשי שם על ראש השנה,נתן נטע שפירא
1715,חידושי אנשי שם על שבועות,נתן נטע שפירא
1707,חידושי אנשי שם על שבת,נתן נטע שפירא
1724,חידושי אנשי שם על תענית,נתן נטע שפירא
1001,חידושי הלכות על ברכות,"מהרש""א"
1006,חידושי הלכות על חגיגה,"מהרש""א"
1010,חידושי הלכות על יומא,"מהרש""א"
1005,חידושי הלכות על מגילה,"מהרש""א"
1012,חידושי הלכות על מועד קטן,"מהרש""א"
1008,חידושי הלכות על עירובין,"מהרש""א"
1004,חידושי הלכות על שבת,"מהרש""א"
1003,חידושי הלכות על תענית,"מהרש""א"
6889,חידושי הראבד על עבודה זרה,
6888,חידושי הראה על עבודה זרה,
3828,חידושי הרד״ל על איכה רבה,דוד לוריא
3829,חידושי הרד״ל על אסתר רבה,דוד לוריא
3823,חידושי הרד״ל על במדבר רבה,דוד לוריא
3830,חידושי הרד״ל על בראשית רבה,
3824,חידושי הרד״ל על דברים רבה,דוד לוריא
3831,חידושי הרד״ל על ויקרא רבה,דוד לוריא
3826,חידושי הרד״ל על קהלת רבה,דוד לוריא
3825,חידושי הרד״ל על רות רבה,דוד לוריא
3832,חידושי הרד״ל על שיר השירים רבה,דוד לוריא
3827,חידושי הרד״ל על שמות רבה,דוד לוריא
925,"חידושי הרי""מ על בבא בתרא",יצחק מאיר רוטנברג (אלתר)
921,"חידושי הרי""מ על בבא מציעא",יצחק מאיר רוטנברג (אלתר)
920,"חידושי הרי""מ על בבא קמא",יצחק מאיר רוטנברג (אלתר)
919,"חידושי הרי""מ על גיטין",יצחק מאיר רוטנברג (אלתר)
3914,"חידושי הרי""מ על התורה",יצחק מאיר רוטנברג (אלתר)
924,"חידושי הרי""מ על כתובות",יצחק מאיר רוטנברג (אלתר)
923,"חידושי הרי""מ על קידושין",יצחק מאיר רוטנברג (אלתר)
922,"חידושי הרי""מ על שבועות",יצחק מאיר רוטנברג (אלתר)
6898,חידושי הריטבא סוכה מכתב יד,
7138,חידושי הרימ על שולחן ערוך אבן העזר,
7139,חידושי הרימ על שולחן ערוך חושן משפט חלק א,
7140,חידושי הרימ על שולחן ערוך חושן משפט חלק ב,
1501,"חידושי הרמב""ם על ראש השנה","רמב""ם"
7915,חידושי הרן (מיוחס לו) על שבת,
7919,חידושי הרן על בבא מציעא,
7916,חידושי הרן על מגילה,
7920,חידושי הרן על עבודה זרה,
7917,חידושי הרן על ראש השנה,
7918,חידושי הרן על שבת [מיוחס להריטבא],
1133,חידושי חתם סופר על בבא בתרא,משה סופר
1125,חידושי חתם סופר על בבא מציעא,משה סופר
1126,חידושי חתם סופר על בבא קמא,משה סופר
1130,חידושי חתם סופר על ביצה,משה סופר
1136,חידושי חתם סופר על גיטין,משה סופר
1131,חידושי חתם סופר על חולין,משה סופר
1129,חידושי חתם סופר על כתובות,משה סופר
1127,חידושי חתם סופר על מגילה,משה סופר
1137,חידושי חתם סופר על נדה,משה סופר
1123,חידושי חתם סופר על נדרים,משה סופר
1124,חידושי חתם סופר על סוכה,משה סופר
1135,חידושי חתם סופר על סנהדרין,משה סופר
1128,חידושי חתם סופר על עבודה זרה,משה סופר
1134,חידושי חתם סופר על פסחים,משה סופר
1138,חידושי חתם סופר על שבועות,משה סופר
1132,חידושי חתם סופר על שבת,משה סופר
771,חידושי חתם סופר על תלמוד ירושלמי בבא בתרא,
773,חידושי חתם סופר על תלמוד ירושלמי בבא מציעא,
772,חידושי חתם סופר על תלמוד ירושלמי בבא קמא,
758,חידושי חתם סופר על תלמוד ירושלמי ביצה,
753,חידושי חתם סופר על תלמוד ירושלמי ברכות,
750,חידושי חתם סופר על תלמוד ירושלמי דמאי,
769,חידושי חתם סופר על תלמוד ירושלמי הוריות,
754,חידושי חתם סופר על תלמוד ירושלמי חלה,
776,חידושי חתם סופר על תלמוד ירושלמי יבמות,
765,חידושי חתם סופר על תלמוד ירושלמי יומא,
756,חידושי חתם סופר על תלמוד ירושלמי כלאים,
779,חידושי חתם סופר על תלמוד ירושלמי כתובות,
761,חידושי חתם סופר על תלמוד ירושלמי מגילה,
762,חידושי חתם סופר על תלמוד ירושלמי מועד קטן,
757,חידושי חתם סופר על תלמוד ירושלמי נדה,
774,חידושי חתם סופר על תלמוד ירושלמי נדרים,
778,חידושי חתם סופר על תלמוד ירושלמי נזיר,
775,חידושי חתם סופר על תלמוד ירושלמי סוטה,
766,חידושי חתם סופר על תלמוד ירושלמי סוכה,
770,חידושי חתם סופר על תלמוד ירושלמי עבודה זרה,
763,חידושי חתם סופר על תלמוד ירושלמי עירובין,
751,חידושי חתם סופר על תלמוד ירושלמי ערלה,
752,חידושי חתם סופר על תלמוד ירושלמי פאה,
764,חידושי חתם סופר על תלמוד ירושלמי פסחים,
777,חידושי חתם סופר על תלמוד ירושלמי קידושין,
768,חידושי חתם סופר על תלמוד ירושלמי שבועות,
767,חידושי חתם סופר על תלמוד ירושלמי שבת,
760,חידושי חתם סופר על תלמוד ירושלמי שקלים,
759,חידושי חתם סופר על תלמוד ירושלמי תענית,
755,חידושי חתם סופר על תלמוד ירושלמי תרומות,
787,"חידושי מהר""א גריידץ על תלמוד ירושלמי ביצה",
782,"חידושי מהר""א גריידץ על תלמוד ירושלמי בכורים",
780,"חידושי מהר""א גריידץ על תלמוד ירושלמי ברכות",
785,"חידושי מהר""א גריידץ על תלמוד ירושלמי חגיגה",
793,"חידושי מהר""א גריידץ על תלמוד ירושלמי יבמות",
783,"חידושי מהר""א גריידץ על תלמוד ירושלמי כלאים",
781,"חידושי מהר""א גריידץ על תלמוד ירושלמי מעשר שני",
792,"חידושי מהר""א גריידץ על תלמוד ירושלמי נדרים",
791,"חידושי מהר""א גריידץ על תלמוד ירושלמי סוטה",
790,"חידושי מהר""א גריידץ על תלמוד ירושלמי סנהדרין",
784,"חידושי מהר""א גריידץ על תלמוד ירושלמי ערלה",
788,"חידושי מהר""א גריידץ על תלמוד ירושלמי פסחים",
786,"חידושי מהר""א גריידץ על תלמוד ירושלמי שבת",
789,"חידושי מהר""א גריידץ על תלמוד ירושלמי שקלים",
7654,חידושי מהראל על השס,
7141,חידושי מהראל על שחיטה וטריפות,
5423,"חידושי מים חיים על משנה תורה, הלכות דעות",חזקיה די סילוה
5422,"חידושי מים חיים על משנה תורה, הלכות יסודי התורה",חזקיה די סילוה
5421,"חידושי מים חיים על משנה תורה, הלכות עבודה זרה וחוקות הגויים",חזקיה די סילוה
5420,"חידושי מים חיים על משנה תורה, הלכות תלמוד תורה",חזקיה די סילוה
1096,חידושי רבי עקיבא איגר על מסכת בבא בתרא,עֲקִיבָא  אֵיגֶר
1093,חידושי רבי עקיבא איגר על מסכת בבא מציעא,עֲקִיבָא  אֵיגֶר
1097,חידושי רבי עקיבא איגר על מסכת בבא קמא,עֲקִיבָא  אֵיגֶר
1083,חידושי רבי עקיבא איגר על מסכת ביצה,עֲקִיבָא  אֵיגֶר
1081,חידושי רבי עקיבא איגר על מסכת ברכות,עֲקִיבָא  אֵיגֶר
1102,חידושי רבי עקיבא איגר על מסכת גיטין,עֲקִיבָא  אֵיגֶר
1078,חידושי רבי עקיבא איגר על מסכת זבחים,עֲקִיבָא  אֵיגֶר
1090,חידושי רבי עקיבא איגר על מסכת חגיגה,עֲקִיבָא  אֵיגֶר
1079,חידושי רבי עקיבא איגר על מסכת חולין,עֲקִיבָא  אֵיגֶר
1103,חידושי רבי עקיבא איגר על מסכת יבמות,עֲקִיבָא  אֵיגֶר
1087,חידושי רבי עקיבא איגר על מסכת יומא,עֲקִיבָא  אֵיגֶר
1100,חידושי רבי עקיבא איגר על מסכת כתובות,עֲקִיבָא  אֵיגֶר
1091,חידושי רבי עקיבא איגר על מסכת מגילה,עֲקִיבָא  אֵיגֶר
1088,חידושי רבי עקיבא איגר על מסכת מועד קטן,עֲקִיבָא  אֵיגֶר
1098,חידושי רבי עקיבא איגר על מסכת מכות,עֲקִיבָא  אֵיגֶר
1099,חידושי רבי עקיבא איגר על מסכת נדרים,עֲקִיבָא  אֵיגֶר
1092,חידושי רבי עקיבא איגר על מסכת סוכה,עֲקִיבָא  אֵיגֶר
1094,חידושי רבי עקיבא איגר על מסכת עבודה זרה,עֲקִיבָא  אֵיגֶר
1082,חידושי רבי עקיבא איגר על מסכת עירובין,עֲקִיבָא  אֵיגֶר
1085,חידושי רבי עקיבא איגר על מסכת פסחים,עֲקִיבָא  אֵיגֶר
1101,חידושי רבי עקיבא איגר על מסכת קידושין,עֲקִיבָא  אֵיגֶר
1089,חידושי רבי עקיבא איגר על מסכת ראש השנה,עֲקִיבָא  אֵיגֶר
1095,חידושי רבי עקיבא איגר על מסכת שבועות,עֲקִיבָא  אֵיגֶר
1086,חידושי רבי עקיבא איגר על מסכת שבת,עֲקִיבָא  אֵיגֶר
1080,חידושי רבי עקיבא איגר על מסכת תמורה,עֲקִיבָא  אֵיגֶר
1084,חידושי רבי עקיבא איגר על מסכת תענית,עֲקִיבָא  אֵיגֶר
4710,"חידושי רבי עקיבא איגר על משנה תורה, הלכות ברכות",עֲקִיבָא  אֵיגֶר
4701,"חידושי רבי עקיבא איגר על משנה תורה, הלכות דעות",עֲקִיבָא  אֵיגֶר
4705,"חידושי רבי עקיבא איגר על משנה תורה, הלכות חמץ ומצה",עֲקִיבָא  אֵיגֶר
4700,"חידושי רבי עקיבא איגר על משנה תורה, הלכות יסודי התורה",עֲקִיבָא  אֵיגֶר
4706,"חידושי רבי עקיבא איגר על משנה תורה, הלכות מילה",עֲקִיבָא  אֵיגֶר
4699,"חידושי רבי עקיבא איגר על משנה תורה, הלכות עבודה זרה וחוקות הגויים",עֲקִיבָא  אֵיגֶר
4707,"חידושי רבי עקיבא איגר על משנה תורה, הלכות ציצית",עֲקִיבָא  אֵיגֶר
4703,"חידושי רבי עקיבא איגר על משנה תורה, הלכות קרבן פסח",עֲקִיבָא  אֵיגֶר
4709,"חידושי רבי עקיבא איגר על משנה תורה, הלכות קריאת שמע",עֲקִיבָא  אֵיגֶר
4704,"חידושי רבי עקיבא איגר על משנה תורה, הלכות שבת",עֲקִיבָא  אֵיגֶר
4702,"חידושי רבי עקיבא איגר על משנה תורה, הלכות תלמוד תורה",עֲקִיבָא  אֵיגֶר
4708,"חידושי רבי עקיבא איגר על משנה תורה, הלכות תפילה וברכת כהנים",עֲקִיבָא  אֵיגֶר
4711,"חידושי רבי עקיבא איגר על משנה תורה, הלכות תפילין ומזוזה וספר תורה",עֲקִיבָא  אֵיגֶר
4698,"חידושי רבי עקיבא איגר על משנה תורה, הלכות תשובה",עֲקִיבָא  אֵיגֶר
6632,חידושי רבי שמעון על בבא בתרא,
6633,חידושי רבי שמעון על בבא מציעא,
6634,חידושי רבי שמעון על בבא קמא,
7655,חידושי רבי שמעון על גיטין,
6635,חידושי רבי שמעון על נדרים,
563,"חידושי רידב""ז על תלמוד ירושלמי בבא בתרא",יעקב דוד וילובסקי
558,"חידושי רידב""ז על תלמוד ירושלמי בבא מציעא",יעקב דוד וילובסקי
557,"חידושי רידב""ז על תלמוד ירושלמי בבא קמא",יעקב דוד וילובסקי
549,"חידושי רידב""ז על תלמוד ירושלמי ביצה",יעקב דוד וילובסקי
542,"חידושי רידב""ז על תלמוד ירושלמי בכורים",יעקב דוד וילובסקי
544,"חידושי רידב""ז על תלמוד ירושלמי ברכות",יעקב דוד וילובסקי
565,"חידושי רידב""ז על תלמוד ירושלמי גיטין",יעקב דוד וילובסקי
543,"חידושי רידב""ז על תלמוד ירושלמי דמאי",יעקב דוד וילובסקי
560,"חידושי רידב""ז על תלמוד ירושלמי הוריות",יעקב דוד וילובסקי
550,"חידושי רידב""ז על תלמוד ירושלמי חגיגה",יעקב דוד וילובסקי
540,"חידושי רידב""ז על תלמוד ירושלמי חלה",יעקב דוד וילובסקי
567,"חידושי רידב""ז על תלמוד ירושלמי יבמות",יעקב דוד וילובסקי
546,"חידושי רידב""ז על תלמוד ירושלמי יומא",יעקב דוד וילובסקי
539,"חידושי רידב""ז על תלמוד ירושלמי כלאים",יעקב דוד וילובסקי
569,"חידושי רידב""ז על תלמוד ירושלמי כתובות",יעקב דוד וילובסקי
552,"חידושי רידב""ז על תלמוד ירושלמי מגילה",יעקב דוד וילובסקי
548,"חידושי רידב""ז על תלמוד ירושלמי מועד קטן",יעקב דוד וילובסקי
559,"חידושי רידב""ז על תלמוד ירושלמי מכות",יעקב דוד וילובסקי
541,"חידושי רידב""ז על תלמוד ירושלמי מעשר שני",יעקב דוד וילובסקי
538,"חידושי רידב""ז על תלמוד ירושלמי מעשרות",יעקב דוד וילובסקי
545,"חידושי רידב""ז על תלמוד ירושלמי נדה",יעקב דוד וילובסקי
